context_tokens,mean_abs_relative_error_pct,rmse_relative_error_pct,max_abs_relative_error_pct,mean_relative_error_pct,passes_reproduction_guardrail,best_mean_abs_error,best_rmse,best_max_error,default_context,guardrail_window_min,guardrail_window_max,interpretation
2109,9.711916,12.800557,30.352951,-7.125771,0,0,0,0,0,977,1040,outside_guardrail
2110,9.715940,12.804905,30.364719,-7.130902,0,0,0,0,0,977,1040,outside_guardrail
2111,9.719962,12.809253,30.376484,-7.136032,0,0,0,0,0,977,1040,outside_guardrail
2112,9.723984,12.813602,30.388244,-7.141161,0,0,0,0,0,977,1040,outside_guardrail
2113,9.728004,12.817952,30.400001,-7.146289,0,0,0,0,0,977,1040,outside_guardrail
2114,9.732024,12.822302,30.411753,-7.151416,0,0,0,0,0,977,1040,outside_guardrail
2115,9.736043,12.826654,30.423502,-7.156542,0,0,0,0,0,977,1040,outside_guardrail
2116,9.740061,12.831006,30.435246,-7.161667,0,0,0,0,0,977,1040,outside_guardrail
2117,9.744078,12.835360,30.446987,-7.166791,0,0,0,0,0,977,1040,outside_guardrail
2118,9.748093,12.839714,30.458724,-7.171913,0,0,0,0,0,977,1040,outside_guardrail
2119,9.752108,12.844069,30.470456,-7.177035,0,0,0,0,0,977,1040,outside_guardrail
2120,9.756122,12.848425,30.482185,-7.182156,0,0,0,0,0,977,1040,outside_guardrail
2121,9.760136,12.852781,30.493910,-7.187275,0,0,0,0,0,977,1040,outside_guardrail
2122,9.764148,12.857139,30.505631,-7.192394,0,0,0,0,0,977,1040,outside_guardrail
2123,9.768159,12.861497,30.517348,-7.197511,0,0,0,0,0,977,1040,outside_guardrail
2124,9.772169,12.865856,30.529061,-7.202628,0,0,0,0,0,977,1040,outside_guardrail
2125,9.776179,12.870216,30.540770,-7.207743,0,0,0,0,0,977,1040,outside_guardrail
2126,9.780187,12.874577,30.552475,-7.212857,0,0,0,0,0,977,1040,outside_guardrail
2127,9.784194,12.878939,30.564176,-7.217971,0,0,0,0,0,977,1040,outside_guardrail
2128,9.788201,12.883301,30.575873,-7.223083,0,0,0,0,0,977,1040,outside_guardrail
2129,9.792207,12.887665,30.587566,-7.228194,0,0,0,0,0,977,1040,outside_guardrail
2130,9.796211,12.892029,30.599255,-7.233304,0,0,0,0,0,977,1040,outside_guardrail
2131,9.800215,12.896394,30.610941,-7.238413,0,0,0,0,0,977,1040,outside_guardrail
2132,9.804218,12.900760,30.622622,-7.243521,0,0,0,0,0,977,1040,outside_guardrail
2133,9.808219,12.905126,30.634300,-7.248628,0,0,0,0,0,977,1040,outside_guardrail
2134,9.812220,12.909494,30.645973,-7.253734,0,0,0,0,0,977,1040,outside_guardrail
2135,9.816220,12.913862,30.657643,-7.258839,0,0,0,0,0,977,1040,outside_guardrail
2136,9.820219,12.918231,30.669309,-7.263943,0,0,0,0,0,977,1040,outside_guardrail
2137,9.824217,12.922601,30.680970,-7.269046,0,0,0,0,0,977,1040,outside_guardrail
2138,9.828215,12.926971,30.692628,-7.274148,0,0,0,0,0,977,1040,outside_guardrail
2139,9.832211,12.931343,30.704282,-7.279248,0,0,0,0,0,977,1040,outside_guardrail
2140,9.836206,12.935715,30.715932,-7.284348,0,0,0,0,0,977,1040,outside_guardrail
2141,9.840201,12.940088,30.727578,-7.289447,0,0,0,0,0,977,1040,outside_guardrail
2142,9.844194,12.944462,30.739220,-7.294544,0,0,0,0,0,977,1040,outside_guardrail
2143,9.848186,12.948836,30.750859,-7.299641,0,0,0,0,0,977,1040,outside_guardrail
2144,9.852178,12.953212,30.762493,-7.304737,0,0,0,0,0,977,1040,outside_guardrail
2145,9.856169,12.957588,30.774124,-7.309831,0,0,0,0,0,977,1040,outside_guardrail
2146,9.860158,12.961964,30.785750,-7.314925,0,0,0,0,0,977,1040,outside_guardrail
2147,9.864147,12.966342,30.797373,-7.320017,0,0,0,0,0,977,1040,outside_guardrail
2148,9.868135,12.970721,30.808991,-7.325108,0,0,0,0,0,977,1040,outside_guardrail
2149,9.872122,12.975100,30.820606,-7.330199,0,0,0,0,0,977,1040,outside_guardrail
2150,9.876108,12.979480,30.832217,-7.335288,0,0,0,0,0,977,1040,outside_guardrail
2151,9.880093,12.983860,30.843824,-7.340376,0,0,0,0,0,977,1040,outside_guardrail
2152,9.884077,12.988242,30.855427,-7.345464,0,0,0,0,0,977,1040,outside_guardrail
2153,9.888060,12.992624,30.867027,-7.350550,0,0,0,0,0,977,1040,outside_guardrail
2154,9.892042,12.997007,30.878622,-7.355635,0,0,0,0,0,977,1040,outside_guardrail
2155,9.896024,13.001391,30.890214,-7.360719,0,0,0,0,0,977,1040,outside_guardrail
2156,9.900004,13.005775,30.901801,-7.365802,0,0,0,0,0,977,1040,outside_guardrail
2157,9.903984,13.010160,30.913385,-7.370884,0,0,0,0,0,977,1040,outside_guardrail
2158,9.907962,13.014546,30.924965,-7.375965,0,0,0,0,0,977,1040,outside_guardrail
2159,9.911940,13.018933,30.936541,-7.381045,0,0,0,0,0,977,1040,outside_guardrail
2160,9.915917,13.023320,30.948113,-7.386124,0,0,0,0,0,977,1040,outside_guardrail
2161,9.919892,13.027708,30.959681,-7.391202,0,0,0,0,0,977,1040,outside_guardrail
2162,9.923867,13.032097,30.971245,-7.396279,0,0,0,0,0,977,1040,outside_guardrail
2163,9.927841,13.036487,30.982806,-7.401355,0,0,0,0,0,977,1040,outside_guardrail
2164,9.931814,13.040877,30.994362,-7.406430,0,0,0,0,0,977,1040,outside_guardrail
2165,9.935786,13.045268,31.005915,-7.411503,0,0,0,0,0,977,1040,outside_guardrail
2166,9.939757,13.049660,31.017464,-7.416576,0,0,0,0,0,977,1040,outside_guardrail
2167,9.943728,13.054052,31.029009,-7.421648,0,0,0,0,0,977,1040,outside_guardrail
2168,9.947697,13.058445,31.040550,-7.426719,0,0,0,0,0,977,1040,outside_guardrail
2169,9.951665,13.062839,31.052087,-7.431788,0,0,0,0,0,977,1040,outside_guardrail
2170,9.955633,13.067234,31.063620,-7.436857,0,0,0,0,0,977,1040,outside_guardrail
2171,9.959599,13.071629,31.075150,-7.441925,0,0,0,0,0,977,1040,outside_guardrail
2172,9.963565,13.076025,31.086675,-7.446991,0,0,0,0,0,977,1040,outside_guardrail
2173,9.967530,13.080422,31.098197,-7.452057,0,0,0,0,0,977,1040,outside_guardrail
2174,9.971493,13.084819,31.109715,-7.457121,0,0,0,0,0,977,1040,outside_guardrail
2175,9.975456,13.089217,31.121229,-7.462185,0,0,0,0,0,977,1040,outside_guardrail
2176,9.979418,13.093616,31.132740,-7.467247,0,0,0,0,0,977,1040,outside_guardrail
2177,9.983379,13.098015,31.144246,-7.472309,0,0,0,0,0,977,1040,outside_guardrail
2178,9.987339,13.102415,31.155749,-7.477369,0,0,0,0,0,977,1040,outside_guardrail
2179,9.991299,13.106816,31.167247,-7.482429,0,0,0,0,0,977,1040,outside_guardrail
2180,9.995257,13.111218,31.178742,-7.487487,0,0,0,0,0,977,1040,outside_guardrail
2181,9.999214,13.115620,31.190233,-7.492544,0,0,0,0,0,977,1040,outside_guardrail
2182,10.003171,13.120023,31.201720,-7.497601,0,0,0,0,0,977,1040,outside_guardrail
2183,10.007126,13.124426,31.213204,-7.502656,0,0,0,0,0,977,1040,outside_guardrail
2184,10.011081,13.128830,31.224683,-7.507710,0,0,0,0,0,977,1040,outside_guardrail
2185,10.015034,13.133235,31.236159,-7.512763,0,0,0,0,0,977,1040,outside_guardrail
2186,10.018987,13.137641,31.247631,-7.517816,0,0,0,0,0,977,1040,outside_guardrail
2187,10.022939,13.142047,31.259099,-7.522867,0,0,0,0,0,977,1040,outside_guardrail
2188,10.026890,13.146454,31.270563,-7.527917,0,0,0,0,0,977,1040,outside_guardrail
2189,10.030840,13.150861,31.282024,-7.532966,0,0,0,0,0,977,1040,outside_guardrail
2190,10.034789,13.155269,31.293480,-7.538014,0,0,0,0,0,977,1040,outside_guardrail
2191,10.038737,13.159678,31.304933,-7.543062,0,0,0,0,0,977,1040,outside_guardrail
2192,10.042685,13.164087,31.316382,-7.548108,0,0,0,0,0,977,1040,outside_guardrail
2193,10.046631,13.168497,31.327827,-7.553153,0,0,0,0,0,977,1040,outside_guardrail
2194,10.050577,13.172908,31.339268,-7.558197,0,0,0,0,0,977,1040,outside_guardrail
2195,10.054521,13.177320,31.350706,-7.563240,0,0,0,0,0,977,1040,outside_guardrail
2196,10.058465,13.181731,31.362140,-7.568282,0,0,0,0,0,977,1040,outside_guardrail
2197,10.062407,13.186144,31.373569,-7.573323,0,0,0,0,0,977,1040,outside_guardrail
2198,10.066349,13.190557,31.384995,-7.578363,0,0,0,0,0,977,1040,outside_guardrail
2199,10.070290,13.194971,31.396418,-7.583402,0,0,0,0,0,977,1040,outside_guardrail
2200,10.074230,13.199386,31.407836,-7.588440,0,0,0,0,0,977,1040,outside_guardrail
2201,10.078169,13.203801,31.419251,-7.593477,0,0,0,0,0,977,1040,outside_guardrail
2202,10.082107,13.208217,31.430662,-7.598513,0,0,0,0,0,977,1040,outside_guardrail
2203,10.086045,13.212633,31.442069,-7.603548,0,0,0,0,0,977,1040,outside_guardrail
2204,10.089981,13.217050,31.453472,-7.608581,0,0,0,0,0,977,1040,outside_guardrail
2205,10.093916,13.221468,31.464872,-7.613614,0,0,0,0,0,977,1040,outside_guardrail
2206,10.097851,13.225886,31.476267,-7.618646,0,0,0,0,0,977,1040,outside_guardrail
2207,10.101785,13.230305,31.487659,-7.623677,0,0,0,0,0,977,1040,outside_guardrail
2208,10.105717,13.234724,31.499047,-7.628707,0,0,0,0,0,977,1040,outside_guardrail
2209,10.109649,13.239144,31.510432,-7.633736,0,0,0,0,0,977,1040,outside_guardrail
2210,10.113580,13.243565,31.521812,-7.638763,0,0,0,0,0,977,1040,outside_guardrail
2211,10.117510,13.247986,31.533189,-7.643790,0,0,0,0,0,977,1040,outside_guardrail
2212,10.121439,13.252408,31.544562,-7.648816,0,0,0,0,0,977,1040,outside_guardrail
2213,10.125367,13.256830,31.555931,-7.653841,0,0,0,0,0,977,1040,outside_guardrail
2214,10.129295,13.261253,31.567297,-7.658864,0,0,0,0,0,977,1040,outside_guardrail
2215,10.133221,13.265677,31.578658,-7.663887,0,0,0,0,0,977,1040,outside_guardrail
2216,10.137146,13.270101,31.590016,-7.668909,0,0,0,0,0,977,1040,outside_guardrail
2217,10.141071,13.274526,31.601370,-7.673930,0,0,0,0,0,977,1040,outside_guardrail
2218,10.144995,13.278951,31.612721,-7.678949,0,0,0,0,0,977,1040,outside_guardrail
2219,10.148917,13.283377,31.624067,-7.683968,0,0,0,0,0,977,1040,outside_guardrail
2220,10.152839,13.287803,31.635410,-7.688986,0,0,0,0,0,977,1040,outside_guardrail
2221,10.156760,13.292230,31.646749,-7.694002,0,0,0,0,0,977,1040,outside_guardrail
2222,10.160680,13.296658,31.658084,-7.699018,0,0,0,0,0,977,1040,outside_guardrail
2223,10.164599,13.301086,31.669416,-7.704033,0,0,0,0,0,977,1040,outside_guardrail
2224,10.168518,13.305515,31.680744,-7.709046,0,0,0,0,0,977,1040,outside_guardrail
2225,10.172435,13.309944,31.692068,-7.714059,0,0,0,0,0,977,1040,outside_guardrail
2226,10.176351,13.314374,31.703388,-7.719071,0,0,0,0,0,977,1040,outside_guardrail
2227,10.180267,13.318805,31.714705,-7.724081,0,0,0,0,0,977,1040,outside_guardrail
2228,10.184182,13.323236,31.726017,-7.729091,0,0,0,0,0,977,1040,outside_guardrail
2229,10.188095,13.327667,31.737326,-7.734100,0,0,0,0,0,977,1040,outside_guardrail
2230,10.192008,13.332100,31.748632,-7.739107,0,0,0,0,0,977,1040,outside_guardrail
2231,10.195920,13.336532,31.759933,-7.744114,0,0,0,0,0,977,1040,outside_guardrail
2232,10.199831,13.340965,31.771231,-7.749119,0,0,0,0,0,977,1040,outside_guardrail
2233,10.203741,13.345399,31.782525,-7.754124,0,0,0,0,0,977,1040,outside_guardrail
2234,10.207651,13.349834,31.793815,-7.759127,0,0,0,0,0,977,1040,outside_guardrail
2235,10.211559,13.354268,31.805102,-7.764130,0,0,0,0,0,977,1040,outside_guardrail
2236,10.215467,13.358704,31.816385,-7.769132,0,0,0,0,0,977,1040,outside_guardrail
2237,10.219373,13.363140,31.827664,-7.774132,0,0,0,0,0,977,1040,outside_guardrail
2238,10.223279,13.367576,31.838939,-7.779132,0,0,0,0,0,977,1040,outside_guardrail
2239,10.227184,13.372013,31.850211,-7.784130,0,0,0,0,0,977,1040,outside_guardrail
2240,10.231087,13.376451,31.861479,-7.789128,0,0,0,0,0,977,1040,outside_guardrail
2241,10.234990,13.380889,31.872743,-7.794125,0,0,0,0,0,977,1040,outside_guardrail
2242,10.238892,13.385327,31.884004,-7.799120,0,0,0,0,0,977,1040,outside_guardrail
2243,10.242794,13.389766,31.895260,-7.804115,0,0,0,0,0,977,1040,outside_guardrail
2244,10.246694,13.394206,31.906513,-7.809108,0,0,0,0,0,977,1040,outside_guardrail
2245,10.250593,13.398646,31.917763,-7.814101,0,0,0,0,0,977,1040,outside_guardrail
2246,10.254492,13.403087,31.929008,-7.819092,0,0,0,0,0,977,1040,outside_guardrail
2247,10.258389,13.407528,31.940250,-7.824083,0,0,0,0,0,977,1040,outside_guardrail
2248,10.262286,13.411970,31.951488,-7.829073,0,0,0,0,0,977,1040,outside_guardrail
2249,10.266182,13.416412,31.962723,-7.834061,0,0,0,0,0,977,1040,outside_guardrail
2250,10.270077,13.420854,31.973954,-7.839049,0,0,0,0,0,977,1040,outside_guardrail
2251,10.273971,13.425297,31.985181,-7.844035,0,0,0,0,0,977,1040,outside_guardrail
2252,10.277864,13.429741,31.996404,-7.849021,0,0,0,0,0,977,1040,outside_guardrail
2253,10.281756,13.434185,32.007624,-7.854005,0,0,0,0,0,977,1040,outside_guardrail
2254,10.285648,13.438630,32.018840,-7.858989,0,0,0,0,0,977,1040,outside_guardrail
2255,10.289538,13.443075,32.030052,-7.863972,0,0,0,0,0,977,1040,outside_guardrail
2256,10.293428,13.447521,32.041260,-7.868953,0,0,0,0,0,977,1040,outside_guardrail
2257,10.297317,13.451967,32.052465,-7.873934,0,0,0,0,0,977,1040,outside_guardrail
2258,10.301204,13.456414,32.063666,-7.878913,0,0,0,0,0,977,1040,outside_guardrail
2259,10.305091,13.460861,32.074864,-7.883892,0,0,0,0,0,977,1040,outside_guardrail
2260,10.308977,13.465308,32.086058,-7.888870,0,0,0,0,0,977,1040,outside_guardrail
2261,10.312863,13.469756,32.097248,-7.893846,0,0,0,0,0,977,1040,outside_guardrail
2262,10.316747,13.474205,32.108434,-7.898822,0,0,0,0,0,977,1040,outside_guardrail
2263,10.320630,13.478654,32.119617,-7.903796,0,0,0,0,0,977,1040,outside_guardrail
2264,10.324513,13.483103,32.130796,-7.908770,0,0,0,0,0,977,1040,outside_guardrail
2265,10.328394,13.487553,32.141971,-7.913743,0,0,0,0,0,977,1040,outside_guardrail
2266,10.332275,13.492004,32.153143,-7.918714,0,0,0,0,0,977,1040,outside_guardrail
2267,10.336155,13.496455,32.164311,-7.923685,0,0,0,0,0,977,1040,outside_guardrail
2268,10.340034,13.500906,32.175475,-7.928655,0,0,0,0,0,977,1040,outside_guardrail
2269,10.343912,13.505358,32.186636,-7.933623,0,0,0,0,0,977,1040,outside_guardrail
2270,10.347789,13.509810,32.197793,-7.938591,0,0,0,0,0,977,1040,outside_guardrail
2271,10.351665,13.514263,32.208946,-7.943558,0,0,0,0,0,977,1040,outside_guardrail
2272,10.355541,13.518716,32.220096,-7.948523,0,0,0,0,0,977,1040,outside_guardrail
2273,10.359415,13.523170,32.231241,-7.953488,0,0,0,0,0,977,1040,outside_guardrail
2274,10.363289,13.527624,32.242384,-7.958452,0,0,0,0,0,977,1040,outside_guardrail
2275,10.367162,13.532078,32.253522,-7.963415,0,0,0,0,0,977,1040,outside_guardrail
2276,10.371034,13.536533,32.264657,-7.968376,0,0,0,0,0,977,1040,outside_guardrail
2277,10.374905,13.540989,32.275789,-7.973337,0,0,0,0,0,977,1040,outside_guardrail
2278,10.378775,13.545444,32.286916,-7.978297,0,0,0,0,0,977,1040,outside_guardrail
2279,10.382644,13.549901,32.298040,-7.983256,0,0,0,0,0,977,1040,outside_guardrail
2280,10.386512,13.554357,32.309161,-7.988214,0,0,0,0,0,977,1040,outside_guardrail
2281,10.390380,13.558815,32.320277,-7.993170,0,0,0,0,0,977,1040,outside_guardrail
2282,10.394246,13.563272,32.331390,-7.998126,0,0,0,0,0,977,1040,outside_guardrail
2283,10.398112,13.567730,32.342500,-8.003081,0,0,0,0,0,977,1040,outside_guardrail
2284,10.401977,13.572189,32.353605,-8.008035,0,0,0,0,0,977,1040,outside_guardrail
2285,10.405841,13.576648,32.364708,-8.012988,0,0,0,0,0,977,1040,outside_guardrail
2286,10.409704,13.581107,32.375806,-8.017940,0,0,0,0,0,977,1040,outside_guardrail
2287,10.413566,13.585567,32.386901,-8.022891,0,0,0,0,0,977,1040,outside_guardrail
2288,10.417427,13.590027,32.397992,-8.027841,0,0,0,0,0,977,1040,outside_guardrail
2289,10.421288,13.594487,32.409079,-8.032789,0,0,0,0,0,977,1040,outside_guardrail
2290,10.425147,13.598948,32.420163,-8.037737,0,0,0,0,0,977,1040,outside_guardrail
2291,10.429006,13.603410,32.431244,-8.042684,0,0,0,0,0,977,1040,outside_guardrail
2292,10.432864,13.607872,32.442320,-8.047630,0,0,0,0,0,977,1040,outside_guardrail
2293,10.436721,13.612334,32.453393,-8.052575,0,0,0,0,0,977,1040,outside_guardrail
2294,10.440577,13.616796,32.464463,-8.057519,0,0,0,0,0,977,1040,outside_guardrail
2295,10.444432,13.621259,32.475528,-8.062462,0,0,0,0,0,977,1040,outside_guardrail
2296,10.448286,13.625723,32.486590,-8.067405,0,0,0,0,0,977,1040,outside_guardrail
2297,10.452140,13.630187,32.497649,-8.072346,0,0,0,0,0,977,1040,outside_guardrail
2298,10.455992,13.634651,32.508704,-8.077286,0,0,0,0,0,977,1040,outside_guardrail
2299,10.459844,13.639116,32.519755,-8.082225,0,0,0,0,0,977,1040,outside_guardrail
2300,10.463695,13.643581,32.530803,-8.087163,0,0,0,0,0,977,1040,outside_guardrail
2301,10.467545,13.648046,32.541847,-8.092100,0,0,0,0,0,977,1040,outside_guardrail
2302,10.471394,13.652512,32.552887,-8.097036,0,0,0,0,0,977,1040,outside_guardrail
2303,10.475242,13.656978,32.563924,-8.101972,0,0,0,0,0,977,1040,outside_guardrail
2304,10.479089,13.661445,32.574957,-8.106906,0,0,0,0,0,977,1040,outside_guardrail
2305,10.482936,13.665912,32.585987,-8.111839,0,0,0,0,0,977,1040,outside_guardrail
2306,10.486781,13.670379,32.597013,-8.116771,0,0,0,0,0,977,1040,outside_guardrail
2307,10.490626,13.674847,32.608035,-8.121703,0,0,0,0,0,977,1040,outside_guardrail
2308,10.494470,13.679315,32.619054,-8.126633,0,0,0,0,0,977,1040,outside_guardrail
2309,10.498313,13.683783,32.630069,-8.131562,0,0,0,0,0,977,1040,outside_guardrail
2310,10.502155,13.688252,32.641080,-8.136491,0,0,0,0,0,977,1040,outside_guardrail
2311,10.505996,13.692721,32.652088,-8.141418,0,0,0,0,0,977,1040,outside_guardrail
2312,10.509836,13.697191,32.663093,-8.146345,0,0,0,0,0,977,1040,outside_guardrail
2313,10.513676,13.701661,32.674093,-8.151270,0,0,0,0,0,977,1040,outside_guardrail
2314,10.517514,13.706131,32.685090,-8.156194,0,0,0,0,0,977,1040,outside_guardrail
2315,10.521352,13.710602,32.696084,-8.161118,0,0,0,0,0,977,1040,outside_guardrail
2316,10.525189,13.715073,32.707074,-8.166041,0,0,0,0,0,977,1040,outside_guardrail
2317,10.529025,13.719544,32.718060,-8.170962,0,0,0,0,0,977,1040,outside_guardrail
2318,10.532860,13.724016,32.729043,-8.175883,0,0,0,0,0,977,1040,outside_guardrail
2319,10.536694,13.728488,32.740022,-8.180802,0,0,0,0,0,977,1040,outside_guardrail
2320,10.540528,13.732961,32.750998,-8.185721,0,0,0,0,0,977,1040,outside_guardrail
2321,10.544360,13.737433,32.761970,-8.190639,0,0,0,0,0,977,1040,outside_guardrail
2322,10.548192,13.741907,32.772939,-8.195555,0,0,0,0,0,977,1040,outside_guardrail
2323,10.552023,13.746380,32.783903,-8.200471,0,0,0,0,0,977,1040,outside_guardrail
2324,10.555853,13.750854,32.794865,-8.205386,0,0,0,0,0,977,1040,outside_guardrail
2325,10.559682,13.755328,32.805822,-8.210300,0,0,0,0,0,977,1040,outside_guardrail
2326,10.563510,13.759803,32.816777,-8.215212,0,0,0,0,0,977,1040,outside_guardrail
2327,10.567337,13.764278,32.827727,-8.220124,0,0,0,0,0,977,1040,outside_guardrail
2328,10.571164,13.768753,32.838674,-8.225035,0,0,0,0,0,977,1040,outside_guardrail
2329,10.574990,13.773228,32.849618,-8.229945,0,0,0,0,0,977,1040,outside_guardrail
2330,10.578814,13.777704,32.860558,-8.234854,0,0,0,0,0,977,1040,outside_guardrail
2331,10.582638,13.782180,32.871494,-8.239762,0,0,0,0,0,977,1040,outside_guardrail
2332,10.586461,13.786657,32.882427,-8.244669,0,0,0,0,0,977,1040,outside_guardrail
2333,10.590283,13.791134,32.893356,-8.249575,0,0,0,0,0,977,1040,outside_guardrail
2334,10.594105,13.795611,32.904281,-8.254480,0,0,0,0,0,977,1040,outside_guardrail
2335,10.597925,13.800089,32.915204,-8.259384,0,0,0,0,0,977,1040,outside_guardrail
2336,10.601745,13.804566,32.926122,-8.264287,0,0,0,0,0,977,1040,outside_guardrail
2337,10.605563,13.809045,32.937037,-8.269189,0,0,0,0,0,977,1040,outside_guardrail
2338,10.609381,13.813523,32.947949,-8.274091,0,0,0,0,0,977,1040,outside_guardrail
2339,10.613198,13.818002,32.958856,-8.278991,0,0,0,0,0,977,1040,outside_guardrail
2340,10.617014,13.822481,32.969761,-8.283890,0,0,0,0,0,977,1040,outside_guardrail
2341,10.620830,13.826960,32.980662,-8.288788,0,0,0,0,0,977,1040,outside_guardrail
2342,10.624644,13.831440,32.991559,-8.293686,0,0,0,0,0,977,1040,outside_guardrail
2343,10.628458,13.835920,33.002452,-8.298582,0,0,0,0,0,977,1040,outside_guardrail
2344,10.632270,13.840400,33.013343,-8.303478,0,0,0,0,0,977,1040,outside_guardrail
2345,10.636082,13.844881,33.024229,-8.308372,0,0,0,0,0,977,1040,outside_guardrail
2346,10.639893,13.849362,33.035112,-8.313266,0,0,0,0,0,977,1040,outside_guardrail
2347,10.643703,13.853843,33.045992,-8.318158,0,0,0,0,0,977,1040,outside_guardrail
2348,10.647513,13.858325,33.056868,-8.323050,0,0,0,0,0,977,1040,outside_guardrail
2349,10.651321,13.862807,33.067740,-8.327940,0,0,0,0,0,977,1040,outside_guardrail
2350,10.655129,13.867289,33.078609,-8.332830,0,0,0,0,0,977,1040,outside_guardrail
2351,10.658935,13.871771,33.089475,-8.337719,0,0,0,0,0,977,1040,outside_guardrail
2352,10.662741,13.876254,33.100337,-8.342606,0,0,0,0,0,977,1040,outside_guardrail
2353,10.666546,13.880737,33.111195,-8.347493,0,0,0,0,0,977,1040,outside_guardrail
2354,10.670350,13.885220,33.122050,-8.352379,0,0,0,0,0,977,1040,outside_guardrail
2355,10.674154,13.889704,33.132901,-8.357264,0,0,0,0,0,977,1040,outside_guardrail
2356,10.677956,13.894188,33.143749,-8.362148,0,0,0,0,0,977,1040,outside_guardrail
2357,10.681758,13.898672,33.154593,-8.367031,0,0,0,0,0,977,1040,outside_guardrail
2358,10.685558,13.903156,33.165434,-8.371913,0,0,0,0,0,977,1040,outside_guardrail
2359,10.689358,13.907641,33.176271,-8.376794,0,0,0,0,0,977,1040,outside_guardrail
2360,10.693157,13.912126,33.187105,-8.381674,0,0,0,0,0,977,1040,outside_guardrail
2361,10.696955,13.916611,33.197935,-8.386553,0,0,0,0,0,977,1040,outside_guardrail
2362,10.700753,13.921097,33.208762,-8.391431,0,0,0,0,0,977,1040,outside_guardrail
2363,10.704549,13.925582,33.219585,-8.396308,0,0,0,0,0,977,1040,outside_guardrail
2364,10.708345,13.930068,33.230405,-8.401184,0,0,0,0,0,977,1040,outside_guardrail
2365,10.712139,13.934555,33.241221,-8.406060,0,0,0,0,0,977,1040,outside_guardrail
2366,10.715933,13.939041,33.252033,-8.410934,0,0,0,0,0,977,1040,outside_guardrail
2367,10.719726,13.943528,33.262843,-8.415807,0,0,0,0,0,977,1040,outside_guardrail
2368,10.723519,13.948015,33.273648,-8.420680,0,0,0,0,0,977,1040,outside_guardrail
2369,10.727310,13.952503,33.284450,-8.425551,0,0,0,0,0,977,1040,outside_guardrail
2370,10.731100,13.956990,33.295249,-8.430422,0,0,0,0,0,977,1040,outside_guardrail
2371,10.734890,13.961478,33.306044,-8.435291,0,0,0,0,0,977,1040,outside_guardrail
2372,10.738679,13.965966,33.316836,-8.440160,0,0,0,0,0,977,1040,outside_guardrail
2373,10.742467,13.970455,33.327624,-8.445028,0,0,0,0,0,977,1040,outside_guardrail
2374,10.746254,13.974943,33.338409,-8.449894,0,0,0,0,0,977,1040,outside_guardrail
2375,10.750040,13.979432,33.349190,-8.454760,0,0,0,0,0,977,1040,outside_guardrail
2376,10.753826,13.983921,33.359968,-8.459625,0,0,0,0,0,977,1040,outside_guardrail
2377,10.757610,13.988411,33.370742,-8.464489,0,0,0,0,0,977,1040,outside_guardrail
2378,10.761394,13.992900,33.381513,-8.469352,0,0,0,0,0,977,1040,outside_guardrail
2379,10.765177,13.997390,33.392280,-8.474214,0,0,0,0,0,977,1040,outside_guardrail
2380,10.768959,14.001880,33.403044,-8.479075,0,0,0,0,0,977,1040,outside_guardrail
2381,10.772740,14.006371,33.413804,-8.483935,0,0,0,0,0,977,1040,outside_guardrail
2382,10.776520,14.010861,33.424561,-8.488794,0,0,0,0,0,977,1040,outside_guardrail
2383,10.780300,14.015352,33.435314,-8.493652,0,0,0,0,0,977,1040,outside_guardrail
2384,10.784078,14.019843,33.446064,-8.498509,0,0,0,0,0,977,1040,outside_guardrail
2385,10.787856,14.024334,33.456811,-8.503365,0,0,0,0,0,977,1040,outside_guardrail
2386,10.791633,14.028826,33.467554,-8.508221,0,0,0,0,0,977,1040,outside_guardrail
2387,10.795409,14.033317,33.478293,-8.513075,0,0,0,0,0,977,1040,outside_guardrail
2388,10.799185,14.037809,33.489029,-8.517928,0,0,0,0,0,977,1040,outside_guardrail
2389,10.802959,14.042302,33.499762,-8.522781,0,0,0,0,0,977,1040,outside_guardrail
2390,10.806733,14.046794,33.510491,-8.527632,0,0,0,0,0,977,1040,outside_guardrail
2391,10.810505,14.051286,33.521217,-8.532483,0,0,0,0,0,977,1040,outside_guardrail
2392,10.814277,14.055779,33.531939,-8.537332,0,0,0,0,0,977,1040,outside_guardrail
2393,10.818048,14.060272,33.542657,-8.542181,0,0,0,0,0,977,1040,outside_guardrail
2394,10.821818,14.064766,33.553373,-8.547029,0,0,0,0,0,977,1040,outside_guardrail
2395,10.825588,14.069259,33.564085,-8.551876,0,0,0,0,0,977,1040,outside_guardrail
2396,10.829356,14.073753,33.574793,-8.556721,0,0,0,0,0,977,1040,outside_guardrail
2397,10.833124,14.078247,33.585498,-8.561566,0,0,0,0,0,977,1040,outside_guardrail
2398,10.836891,14.082741,33.596199,-8.566410,0,0,0,0,0,977,1040,outside_guardrail
2399,10.840657,14.087235,33.606897,-8.571253,0,0,0,0,0,977,1040,outside_guardrail
2400,10.844422,14.091729,33.617592,-8.576095,0,0,0,0,0,977,1040,outside_guardrail
2401,10.848186,14.096224,33.628283,-8.580936,0,0,0,0,0,977,1040,outside_guardrail
2402,10.851950,14.100719,33.638971,-8.585777,0,0,0,0,0,977,1040,outside_guardrail
2403,10.855713,14.105214,33.649655,-8.590616,0,0,0,0,0,977,1040,outside_guardrail
