context_tokens,mean_abs_relative_error_pct,rmse_relative_error_pct,max_abs_relative_error_pct,mean_relative_error_pct,passes_reproduction_guardrail,best_mean_abs_error,best_rmse,best_max_error,default_context,guardrail_window_min,guardrail_window_max,interpretation
1,10.624489,14.868672,37.557033,6.970629,0,0,0,0,0,977,1040,outside_guardrail
2,10.617157,14.858652,37.529370,6.961739,0,0,0,0,0,977,1040,outside_guardrail
3,10.609827,14.848641,37.501718,6.952851,0,0,0,0,0,977,1040,outside_guardrail
4,10.602501,14.838639,37.474076,6.943966,0,0,0,0,0,977,1040,outside_guardrail
5,10.595177,14.828646,37.446446,6.935084,0,0,0,0,0,977,1040,outside_guardrail
6,10.587856,14.818662,37.418827,6.926206,0,0,0,0,0,977,1040,outside_guardrail
7,10.580538,14.808688,37.391219,6.917330,0,0,0,0,0,977,1040,outside_guardrail
8,10.573222,14.798723,37.363623,6.908457,0,0,0,0,0,977,1040,outside_guardrail
9,10.565910,14.788767,37.336037,6.899587,0,0,0,0,0,977,1040,outside_guardrail
10,10.558600,14.778820,37.308462,6.890720,0,0,0,0,0,977,1040,outside_guardrail
11,10.551293,14.768883,37.280899,6.881857,0,0,0,0,0,977,1040,outside_guardrail
12,10.543989,14.758955,37.253346,6.872996,0,0,0,0,0,977,1040,outside_guardrail
13,10.536688,14.749036,37.225805,6.864138,0,0,0,0,0,977,1040,outside_guardrail
14,10.529390,14.739126,37.198274,6.855283,0,0,0,0,0,977,1040,outside_guardrail
15,10.522094,14.729225,37.170755,6.846431,0,0,0,0,0,977,1040,outside_guardrail
16,10.514802,14.719334,37.143247,6.837582,0,0,0,0,0,977,1040,outside_guardrail
17,10.507512,14.709452,37.115749,6.828736,0,0,0,0,0,977,1040,outside_guardrail
18,10.500225,14.699579,37.088263,6.819893,0,0,0,0,0,977,1040,outside_guardrail
19,10.492940,14.689715,37.060788,6.811053,0,0,0,0,0,977,1040,outside_guardrail
20,10.485659,14.679861,37.033324,6.802216,0,0,0,0,0,977,1040,outside_guardrail
21,10.478380,14.670016,37.005870,6.793382,0,0,0,0,0,977,1040,outside_guardrail
22,10.471105,14.660180,36.978428,6.784551,0,0,0,0,0,977,1040,outside_guardrail
23,10.463831,14.650353,36.950997,6.775722,0,0,0,0,0,977,1040,outside_guardrail
24,10.456561,14.640535,36.923577,6.766897,0,0,0,0,0,977,1040,outside_guardrail
25,10.449294,14.630727,36.896167,6.758075,0,0,0,0,0,977,1040,outside_guardrail
26,10.442029,14.620928,36.868769,6.749255,0,0,0,0,0,977,1040,outside_guardrail
27,10.434767,14.611138,36.841382,6.740439,0,0,0,0,0,977,1040,outside_guardrail
28,10.427508,14.601358,36.814005,6.731625,0,0,0,0,0,977,1040,outside_guardrail
29,10.420252,14.591586,36.786640,6.722815,0,0,0,0,0,977,1040,outside_guardrail
30,10.412999,14.581824,36.759285,6.714007,0,0,0,0,0,977,1040,outside_guardrail
31,10.405748,14.572072,36.731942,6.705203,0,0,0,0,0,977,1040,outside_guardrail
32,10.398500,14.562328,36.704609,6.696401,0,0,0,0,0,977,1040,outside_guardrail
33,10.391255,14.552594,36.677287,6.687602,0,0,0,0,0,977,1040,outside_guardrail
34,10.384013,14.542869,36.649977,6.678807,0,0,0,0,0,977,1040,outside_guardrail
35,10.376773,14.533153,36.622677,6.670014,0,0,0,0,0,977,1040,outside_guardrail
36,10.369536,14.523446,36.595388,6.661224,0,0,0,0,0,977,1040,outside_guardrail
37,10.362302,14.513749,36.568110,6.652437,0,0,0,0,0,977,1040,outside_guardrail
38,10.355071,14.504061,36.540843,6.643653,0,0,0,0,0,977,1040,outside_guardrail
39,10.347843,14.494382,36.513586,6.634872,0,0,0,0,0,977,1040,outside_guardrail
40,10.340617,14.484712,36.486341,6.626093,0,0,0,0,0,977,1040,outside_guardrail
41,10.333394,14.475052,36.459106,6.617318,0,0,0,0,0,977,1040,outside_guardrail
42,10.326174,14.465401,36.431883,6.608546,0,0,0,0,0,977,1040,outside_guardrail
43,10.318957,14.455759,36.404670,6.599776,0,0,0,0,0,977,1040,outside_guardrail
44,10.311742,14.446126,36.377468,6.591010,0,0,0,0,0,977,1040,outside_guardrail
45,10.304530,14.436503,36.350277,6.582246,0,0,0,0,0,977,1040,outside_guardrail
46,10.297321,14.426889,36.323097,6.573486,0,0,0,0,0,977,1040,outside_guardrail
47,10.290115,14.417284,36.295927,6.564728,0,0,0,0,0,977,1040,outside_guardrail
48,10.282912,14.407688,36.268769,6.555973,0,0,0,0,0,977,1040,outside_guardrail
49,10.275711,14.398102,36.241621,6.547221,0,0,0,0,0,977,1040,outside_guardrail
50,10.268513,14.388525,36.214484,6.538472,0,0,0,0,0,977,1040,outside_guardrail
51,10.262060,14.378957,36.187358,6.529726,0,0,0,0,0,977,1040,outside_guardrail
52,10.256137,14.369399,36.160242,6.520983,0,0,0,0,0,977,1040,outside_guardrail
53,10.250217,14.359849,36.133138,6.512242,0,0,0,0,0,977,1040,outside_guardrail
54,10.244299,14.350309,36.106044,6.503505,0,0,0,0,0,977,1040,outside_guardrail
55,10.238383,14.340779,36.078961,6.494770,0,0,0,0,0,977,1040,outside_guardrail
56,10.232470,14.331257,36.051889,6.486039,0,0,0,0,0,977,1040,outside_guardrail
57,10.226559,14.321745,36.024827,6.477310,0,0,0,0,0,977,1040,outside_guardrail
58,10.220651,14.312242,35.997777,6.468584,0,0,0,0,0,977,1040,outside_guardrail
59,10.214745,14.302749,35.970737,6.459861,0,0,0,0,0,977,1040,outside_guardrail
60,10.208842,14.293264,35.943708,6.451141,0,0,0,0,0,977,1040,outside_guardrail
61,10.202940,14.283789,35.916689,6.442424,0,0,0,0,0,977,1040,outside_guardrail
62,10.197042,14.274324,35.889681,6.433710,0,0,0,0,0,977,1040,outside_guardrail
63,10.191145,14.264867,35.862684,6.424998,0,0,0,0,0,977,1040,outside_guardrail
64,10.185251,14.255420,35.835698,6.416290,0,0,0,0,0,977,1040,outside_guardrail
65,10.179360,14.245982,35.808723,6.407584,0,0,0,0,0,977,1040,outside_guardrail
66,10.173471,14.236553,35.781758,6.398881,0,0,0,0,0,977,1040,outside_guardrail
67,10.167584,14.227134,35.754804,6.390182,0,0,0,0,0,977,1040,outside_guardrail
68,10.161699,14.217724,35.727860,6.381485,0,0,0,0,0,977,1040,outside_guardrail
69,10.155817,14.208323,35.700928,6.372790,0,0,0,0,0,977,1040,outside_guardrail
70,10.149938,14.198931,35.674006,6.364099,0,0,0,0,0,977,1040,outside_guardrail
71,10.144061,14.189549,35.647094,6.355411,0,0,0,0,0,977,1040,outside_guardrail
72,10.138186,14.180176,35.620194,6.346725,0,0,0,0,0,977,1040,outside_guardrail
73,10.132313,14.170813,35.593304,6.338043,0,0,0,0,0,977,1040,outside_guardrail
74,10.126443,14.161458,35.566424,6.329363,0,0,0,0,0,977,1040,outside_guardrail
75,10.120575,14.152113,35.539556,6.320686,0,0,0,0,0,977,1040,outside_guardrail
76,10.114710,14.142778,35.512698,6.312012,0,0,0,0,0,977,1040,outside_guardrail
77,10.108847,14.133451,35.485850,6.303341,0,0,0,0,0,977,1040,outside_guardrail
78,10.102986,14.124134,35.459014,6.294672,0,0,0,0,0,977,1040,outside_guardrail
79,10.097128,14.114826,35.432187,6.286007,0,0,0,0,0,977,1040,outside_guardrail
80,10.091272,14.105528,35.405372,6.277344,0,0,0,0,0,977,1040,outside_guardrail
81,10.085419,14.096238,35.378567,6.268685,0,0,0,0,0,977,1040,outside_guardrail
82,10.079567,14.086958,35.351773,6.260028,0,0,0,0,0,977,1040,outside_guardrail
83,10.073719,14.077688,35.324989,6.251374,0,0,0,0,0,977,1040,outside_guardrail
84,10.067872,14.068427,35.298216,6.242722,0,0,0,0,0,977,1040,outside_guardrail
85,10.062028,14.059175,35.271453,6.234074,0,0,0,0,0,977,1040,outside_guardrail
86,10.056186,14.049932,35.244702,6.225429,0,0,0,0,0,977,1040,outside_guardrail
87,10.050347,14.040698,35.217960,6.216786,0,0,0,0,0,977,1040,outside_guardrail
88,10.044510,14.031474,35.191230,6.208146,0,0,0,0,0,977,1040,outside_guardrail
89,10.038675,14.022260,35.164509,6.199509,0,0,0,0,0,977,1040,outside_guardrail
90,10.032843,14.013054,35.137800,6.190875,0,0,0,0,0,977,1040,outside_guardrail
91,10.027013,14.003858,35.111101,6.182244,0,0,0,0,0,977,1040,outside_guardrail
92,10.021186,13.994671,35.084412,6.173615,0,0,0,0,0,977,1040,outside_guardrail
93,10.015360,13.985494,35.057734,6.164989,0,0,0,0,0,977,1040,outside_guardrail
94,10.009537,13.976326,35.031067,6.156367,0,0,0,0,0,977,1040,outside_guardrail
95,10.003717,13.967167,35.004410,6.147747,0,0,0,0,0,977,1040,outside_guardrail
96,9.997899,13.958017,34.977763,6.139129,0,0,0,0,0,977,1040,outside_guardrail
97,9.992083,13.948877,34.951128,6.130515,0,0,0,0,0,977,1040,outside_guardrail
98,9.986269,13.939746,34.924502,6.121904,0,0,0,0,0,977,1040,outside_guardrail
99,9.980458,13.930625,34.897887,6.113295,0,0,0,0,0,977,1040,outside_guardrail
100,9.974649,13.921513,34.871283,6.104689,0,0,0,0,0,977,1040,outside_guardrail
101,9.968843,13.912410,34.844689,6.096086,0,0,0,0,0,977,1040,outside_guardrail
102,9.963038,13.903317,34.818106,6.087486,0,0,0,0,0,977,1040,outside_guardrail
103,9.957236,13.894232,34.791533,6.078888,0,0,0,0,0,977,1040,outside_guardrail
104,9.951437,13.885158,34.764970,6.070294,0,0,0,0,0,977,1040,outside_guardrail
105,9.945640,13.876092,34.738418,6.061702,0,0,0,0,0,977,1040,outside_guardrail
106,9.939845,13.867036,34.711877,6.053113,0,0,0,0,0,977,1040,outside_guardrail
107,9.934052,13.857989,34.685346,6.044527,0,0,0,0,0,977,1040,outside_guardrail
108,9.928262,13.848952,34.658825,6.035943,0,0,0,0,0,977,1040,outside_guardrail
109,9.922474,13.839924,34.632315,6.027363,0,0,0,0,0,977,1040,outside_guardrail
110,9.916688,13.830905,34.605815,6.018785,0,0,0,0,0,977,1040,outside_guardrail
111,9.910905,13.821896,34.579326,6.010210,0,0,0,0,0,977,1040,outside_guardrail
112,9.905124,13.812896,34.552847,6.001638,0,0,0,0,0,977,1040,outside_guardrail
113,9.899345,13.803905,34.526379,5.993068,0,0,0,0,0,977,1040,outside_guardrail
114,9.893569,13.794924,34.499921,5.984502,0,0,0,0,0,977,1040,outside_guardrail
115,9.887795,13.785952,34.473473,5.975938,0,0,0,0,0,977,1040,outside_guardrail
116,9.882023,13.776989,34.447036,5.967377,0,0,0,0,0,977,1040,outside_guardrail
117,9.876254,13.768036,34.420609,5.958819,0,0,0,0,0,977,1040,outside_guardrail
118,9.870487,13.759092,34.394193,5.950263,0,0,0,0,0,977,1040,outside_guardrail
119,9.864722,13.750158,34.367787,5.941710,0,0,0,0,0,977,1040,outside_guardrail
120,9.858960,13.741232,34.341391,5.933161,0,0,0,0,0,977,1040,outside_guardrail
121,9.853199,13.732317,34.315006,5.924614,0,0,0,0,0,977,1040,outside_guardrail
122,9.847441,13.723410,34.288631,5.916069,0,0,0,0,0,977,1040,outside_guardrail
123,9.841686,13.714513,34.262266,5.907528,0,0,0,0,0,977,1040,outside_guardrail
124,9.835933,13.705626,34.235912,5.898989,0,0,0,0,0,977,1040,outside_guardrail
125,9.830182,13.696747,34.209568,5.890453,0,0,0,0,0,977,1040,outside_guardrail
126,9.824433,13.687878,34.183234,5.881920,0,0,0,0,0,977,1040,outside_guardrail
127,9.818686,13.679019,34.156911,5.873389,0,0,0,0,0,977,1040,outside_guardrail
128,9.812942,13.670169,34.130598,5.864862,0,0,0,0,0,977,1040,outside_guardrail
129,9.807200,13.661328,34.104295,5.856337,0,0,0,0,0,977,1040,outside_guardrail
130,9.801461,13.652497,34.078003,5.847815,0,0,0,0,0,977,1040,outside_guardrail
131,9.795724,13.643675,34.051721,5.839295,0,0,0,0,0,977,1040,outside_guardrail
132,9.789989,13.634862,34.025449,5.830779,0,0,0,0,0,977,1040,outside_guardrail
133,9.784256,13.626059,33.999188,5.822265,0,0,0,0,0,977,1040,outside_guardrail
134,9.778526,13.617265,33.972937,5.813754,0,0,0,0,0,977,1040,outside_guardrail
135,9.772797,13.608481,33.946696,5.805246,0,0,0,0,0,977,1040,outside_guardrail
136,9.767072,13.599706,33.920466,5.796740,0,0,0,0,0,977,1040,outside_guardrail
137,9.761348,13.590940,33.894245,5.788237,0,0,0,0,0,977,1040,outside_guardrail
138,9.755627,13.582184,33.868035,5.779737,0,0,0,0,0,977,1040,outside_guardrail
139,9.749908,13.573437,33.841836,5.771240,0,0,0,0,0,977,1040,outside_guardrail
140,9.744191,13.564699,33.815646,5.762746,0,0,0,0,0,977,1040,outside_guardrail
141,9.738476,13.555971,33.789467,5.754254,0,0,0,0,0,977,1040,outside_guardrail
142,9.732764,13.547253,33.763298,5.745765,0,0,0,0,0,977,1040,outside_guardrail
143,9.727054,13.538544,33.737139,5.737279,0,0,0,0,0,977,1040,outside_guardrail
144,9.721347,13.529844,33.710991,5.728795,0,0,0,0,0,977,1040,outside_guardrail
145,9.715641,13.521153,33.684852,5.720314,0,0,0,0,0,977,1040,outside_guardrail
146,9.709938,13.512472,33.658724,5.711836,0,0,0,0,0,977,1040,outside_guardrail
147,9.704237,13.503801,33.632606,5.703361,0,0,0,0,0,977,1040,outside_guardrail
148,9.698539,13.495139,33.606499,5.694888,0,0,0,0,0,977,1040,outside_guardrail
149,9.692842,13.486486,33.580401,5.686419,0,0,0,0,0,977,1040,outside_guardrail
150,9.687148,13.477843,33.554314,5.677951,0,0,0,0,0,977,1040,outside_guardrail
151,9.681456,13.469209,33.528237,5.669487,0,0,0,0,0,977,1040,outside_guardrail
152,9.675767,13.460584,33.502170,5.661025,0,0,0,0,0,977,1040,outside_guardrail
153,9.670079,13.451969,33.476113,5.652567,0,0,0,0,0,977,1040,outside_guardrail
154,9.664394,13.443364,33.450067,5.644110,0,0,0,0,0,977,1040,outside_guardrail
155,9.658711,13.434768,33.424030,5.635657,0,0,0,0,0,977,1040,outside_guardrail
156,9.653031,13.426181,33.398004,5.627206,0,0,0,0,0,977,1040,outside_guardrail
157,9.647352,13.417604,33.371988,5.618758,0,0,0,0,0,977,1040,outside_guardrail
158,9.641676,13.409036,33.345982,5.610313,0,0,0,0,0,977,1040,outside_guardrail
159,9.636003,13.400477,33.319986,5.601870,0,0,0,0,0,977,1040,outside_guardrail
160,9.630331,13.391928,33.294000,5.593430,0,0,0,0,0,977,1040,outside_guardrail
161,9.624662,13.383389,33.268025,5.584993,0,0,0,0,0,977,1040,outside_guardrail
162,9.618994,13.374859,33.242059,5.576559,0,0,0,0,0,977,1040,outside_guardrail
163,9.613330,13.366338,33.216104,5.568127,0,0,0,0,0,977,1040,outside_guardrail
164,9.607667,13.357827,33.190159,5.559698,0,0,0,0,0,977,1040,outside_guardrail
165,9.602007,13.349325,33.164224,5.551272,0,0,0,0,0,977,1040,outside_guardrail
166,9.596348,13.340833,33.138299,5.542848,0,0,0,0,0,977,1040,outside_guardrail
167,9.590692,13.332350,33.112384,5.534428,0,0,0,0,0,977,1040,outside_guardrail
168,9.585039,13.323877,33.086479,5.526009,0,0,0,0,0,977,1040,outside_guardrail
169,9.579387,13.315413,33.060584,5.517594,0,0,0,0,0,977,1040,outside_guardrail
170,9.573738,13.306958,33.034700,5.509181,0,0,0,0,0,977,1040,outside_guardrail
171,9.568091,13.298513,33.008825,5.500771,0,0,0,0,0,977,1040,outside_guardrail
172,9.562446,13.290078,32.982961,5.492364,0,0,0,0,0,977,1040,outside_guardrail
173,9.556803,13.281652,32.957106,5.483959,0,0,0,0,0,977,1040,outside_guardrail
174,9.551163,13.273235,32.931262,5.475557,0,0,0,0,0,977,1040,outside_guardrail
175,9.545525,13.264828,32.905427,5.467158,0,0,0,0,0,977,1040,outside_guardrail
176,9.539889,13.256430,32.879603,5.458761,0,0,0,0,0,977,1040,outside_guardrail
177,9.534255,13.248042,32.853789,5.450367,0,0,0,0,0,977,1040,outside_guardrail
178,9.528624,13.239663,32.827984,5.441976,0,0,0,0,0,977,1040,outside_guardrail
179,9.522995,13.231294,32.802190,5.433588,0,0,0,0,0,977,1040,outside_guardrail
180,9.517368,13.222934,32.776406,5.425202,0,0,0,0,0,977,1040,outside_guardrail
181,9.511743,13.214584,32.750632,5.416819,0,0,0,0,0,977,1040,outside_guardrail
182,9.506120,13.206243,32.724867,5.408438,0,0,0,0,0,977,1040,outside_guardrail
183,9.500500,13.197912,32.699113,5.400060,0,0,0,0,0,977,1040,outside_guardrail
184,9.494881,13.189590,32.673369,5.391685,0,0,0,0,0,977,1040,outside_guardrail
185,9.489265,13.181278,32.647635,5.383313,0,0,0,0,0,977,1040,outside_guardrail
186,9.483652,13.172975,32.621910,5.374943,0,0,0,0,0,977,1040,outside_guardrail
187,9.478040,13.164682,32.596196,5.366576,0,0,0,0,0,977,1040,outside_guardrail
188,9.472431,13.156398,32.570492,5.358212,0,0,0,0,0,977,1040,outside_guardrail
189,9.466823,13.148124,32.544798,5.349850,0,0,0,0,0,977,1040,outside_guardrail
190,9.461218,13.139859,32.519113,5.341491,0,0,0,0,0,977,1040,outside_guardrail
191,9.455615,13.131603,32.493439,5.333134,0,0,0,0,0,977,1040,outside_guardrail
192,9.450015,13.123358,32.467774,5.324781,0,0,0,0,0,977,1040,outside_guardrail
193,9.444416,13.115121,32.442120,5.316429,0,0,0,0,0,977,1040,outside_guardrail
194,9.438820,13.106894,32.416475,5.308081,0,0,0,0,0,977,1040,outside_guardrail
195,9.433226,13.098677,32.390840,5.299735,0,0,0,0,0,977,1040,outside_guardrail
196,9.427634,13.090469,32.365216,5.291392,0,0,0,0,0,977,1040,outside_guardrail
197,9.422045,13.082271,32.339601,5.283052,0,0,0,0,0,977,1040,outside_guardrail
198,9.416457,13.074082,32.313996,5.274714,0,0,0,0,0,977,1040,outside_guardrail
199,9.410872,13.065903,32.288401,5.266379,0,0,0,0,0,977,1040,outside_guardrail
200,9.405289,13.057733,32.262816,5.258046,0,0,0,0,0,977,1040,outside_guardrail
201,9.399708,13.049573,32.237240,5.249717,0,0,0,0,0,977,1040,outside_guardrail
202,9.394129,13.041423,32.211675,5.241389,0,0,0,0,0,977,1040,outside_guardrail
203,9.388553,13.033281,32.186120,5.233065,0,0,0,0,0,977,1040,outside_guardrail
204,9.382978,13.025150,32.160574,5.224743,0,0,0,0,0,977,1040,outside_guardrail
205,9.377406,13.017028,32.135038,5.216424,0,0,0,0,0,977,1040,outside_guardrail
206,9.371836,13.008915,32.109512,5.208107,0,0,0,0,0,977,1040,outside_guardrail
207,9.366268,13.000812,32.083996,5.199793,0,0,0,0,0,977,1040,outside_guardrail
208,9.360702,12.992719,32.058490,5.191482,0,0,0,0,0,977,1040,outside_guardrail
209,9.355139,12.984635,32.032994,5.183173,0,0,0,0,0,977,1040,outside_guardrail
210,9.349578,12.976561,32.007507,5.174867,0,0,0,0,0,977,1040,outside_guardrail
211,9.344018,12.968496,31.982031,5.166564,0,0,0,0,0,977,1040,outside_guardrail
212,9.338461,12.960440,31.956564,5.158263,0,0,0,0,0,977,1040,outside_guardrail
213,9.332906,12.952395,31.931107,5.149965,0,0,0,0,0,977,1040,outside_guardrail
214,9.327354,12.944359,31.905660,5.141669,0,0,0,0,0,977,1040,outside_guardrail
215,9.321803,12.936332,31.880223,5.133377,0,0,0,0,0,977,1040,outside_guardrail
216,9.316255,12.928315,31.854795,5.125086,0,0,0,0,0,977,1040,outside_guardrail
217,9.310709,12.920307,31.829378,5.116799,0,0,0,0,0,977,1040,outside_guardrail
218,9.305165,12.912310,31.803970,5.108514,0,0,0,0,0,977,1040,outside_guardrail
219,9.299623,12.904321,31.778571,5.100231,0,0,0,0,0,977,1040,outside_guardrail
220,9.294083,12.896342,31.753183,5.091952,0,0,0,0,0,977,1040,outside_guardrail
221,9.288545,12.888373,31.727805,5.083674,0,0,0,0,0,977,1040,outside_guardrail
222,9.283010,12.880413,31.702436,5.075400,0,0,0,0,0,977,1040,outside_guardrail
223,9.277477,12.872463,31.677077,5.067128,0,0,0,0,0,977,1040,outside_guardrail
224,9.271946,12.864523,31.651728,5.058859,0,0,0,0,0,977,1040,outside_guardrail
225,9.266417,12.856592,31.626388,5.050592,0,0,0,0,0,977,1040,outside_guardrail
226,9.260890,12.848671,31.601058,5.042328,0,0,0,0,0,977,1040,outside_guardrail
227,9.255365,12.840759,31.575738,5.034067,0,0,0,0,0,977,1040,outside_guardrail
228,9.249843,12.832857,31.550428,5.025808,0,0,0,0,0,977,1040,outside_guardrail
229,9.244322,12.824964,31.525128,5.017551,0,0,0,0,0,977,1040,outside_guardrail
230,9.238804,12.817081,31.499837,5.009298,0,0,0,0,0,977,1040,outside_guardrail
231,9.233288,12.809208,31.474556,5.001047,0,0,0,0,0,977,1040,outside_guardrail
232,9.227774,12.801344,31.449285,4.992798,0,0,0,0,0,977,1040,outside_guardrail
233,9.222262,12.793489,31.424023,4.984553,0,0,0,0,0,977,1040,outside_guardrail
234,9.216752,12.785645,31.398771,4.976309,0,0,0,0,0,977,1040,outside_guardrail
235,9.211245,12.777810,31.373529,4.968069,0,0,0,0,0,977,1040,outside_guardrail
236,9.205739,12.769984,31.348296,4.959831,0,0,0,0,0,977,1040,outside_guardrail
237,9.200236,12.762168,31.323073,4.951595,0,0,0,0,0,977,1040,outside_guardrail
238,9.194735,12.754362,31.297860,4.943362,0,0,0,0,0,977,1040,outside_guardrail
239,9.189236,12.746566,31.272657,4.935132,0,0,0,0,0,977,1040,outside_guardrail
240,9.183739,12.738779,31.247463,4.926905,0,0,0,0,0,977,1040,outside_guardrail
241,9.178244,12.731001,31.222279,4.918679,0,0,0,0,0,977,1040,outside_guardrail
242,9.172751,12.723233,31.197105,4.910457,0,0,0,0,0,977,1040,outside_guardrail
243,9.167261,12.715475,31.171940,4.902237,0,0,0,0,0,977,1040,outside_guardrail
244,9.161772,12.707727,31.146785,4.894020,0,0,0,0,0,977,1040,outside_guardrail
245,9.156286,12.699988,31.121639,4.885805,0,0,0,0,0,977,1040,outside_guardrail
246,9.150802,12.692258,31.096503,4.877593,0,0,0,0,0,977,1040,outside_guardrail
247,9.145320,12.684539,31.071377,4.869383,0,0,0,0,0,977,1040,outside_guardrail
248,9.139840,12.676829,31.046260,4.861176,0,0,0,0,0,977,1040,outside_guardrail
249,9.134362,12.669128,31.021153,4.852972,0,0,0,0,0,977,1040,outside_guardrail
250,9.128886,12.661438,30.996056,4.844770,0,0,0,0,0,977,1040,outside_guardrail
251,9.123413,12.653756,30.970968,4.836571,0,0,0,0,0,977,1040,outside_guardrail
252,9.117941,12.646085,30.945890,4.828374,0,0,0,0,0,977,1040,outside_guardrail
253,9.112472,12.638423,30.920822,4.820180,0,0,0,0,0,977,1040,outside_guardrail
254,9.107005,12.630771,30.895763,4.811988,0,0,0,0,0,977,1040,outside_guardrail
255,9.101539,12.623128,30.870713,4.803799,0,0,0,0,0,977,1040,outside_guardrail
256,9.096076,12.615495,30.845674,4.795613,0,0,0,0,0,977,1040,outside_guardrail
257,9.090615,12.607872,30.820644,4.787429,0,0,0,0,0,977,1040,outside_guardrail
258,9.085157,12.600258,30.795623,4.779248,0,0,0,0,0,977,1040,outside_guardrail
259,9.079700,12.592654,30.770612,4.771069,0,0,0,0,0,977,1040,outside_guardrail
260,9.074245,12.585060,30.745610,4.762893,0,0,0,0,0,977,1040,outside_guardrail
261,9.068793,12.577475,30.720619,4.754719,0,0,0,0,0,977,1040,outside_guardrail
262,9.063342,12.569900,30.695636,4.746548,0,0,0,0,0,977,1040,outside_guardrail
263,9.057894,12.562335,30.670663,4.738380,0,0,0,0,0,977,1040,outside_guardrail
264,9.052447,12.554779,30.645700,4.730214,0,0,0,0,0,977,1040,outside_guardrail
265,9.047003,12.547233,30.620746,4.722050,0,0,0,0,0,977,1040,outside_guardrail
266,9.041561,12.539697,30.595802,4.713890,0,0,0,0,0,977,1040,outside_guardrail
267,9.036121,12.532170,30.570868,4.705731,0,0,0,0,0,977,1040,outside_guardrail
268,9.030683,12.524654,30.545942,4.697575,0,0,0,0,0,977,1040,outside_guardrail
269,9.025247,12.517146,30.521027,4.689422,0,0,0,0,0,977,1040,outside_guardrail
270,9.019814,12.509649,30.496121,4.681272,0,0,0,0,0,977,1040,outside_guardrail
271,9.014382,12.502161,30.471224,4.673123,0,0,0,0,0,977,1040,outside_guardrail
272,9.008952,12.494682,30.446337,4.664978,0,0,0,0,0,977,1040,outside_guardrail
273,9.003525,12.487214,30.421459,4.656835,0,0,0,0,0,977,1040,outside_guardrail
274,8.998099,12.479755,30.396591,4.648694,0,0,0,0,0,977,1040,outside_guardrail
275,8.992676,12.472306,30.371732,4.640556,0,0,0,0,0,977,1040,outside_guardrail
276,8.987255,12.464866,30.346883,4.632421,0,0,0,0,0,977,1040,outside_guardrail
277,8.981836,12.457437,30.322043,4.624288,0,0,0,0,0,977,1040,outside_guardrail
278,8.976419,12.450016,30.297213,4.616158,0,0,0,0,0,977,1040,outside_guardrail
279,8.971004,12.442606,30.272392,4.608030,0,0,0,0,0,977,1040,outside_guardrail
280,8.965591,12.435205,30.247581,4.599905,0,0,0,0,0,977,1040,outside_guardrail
281,8.960180,12.427814,30.222779,4.591782,0,0,0,0,0,977,1040,outside_guardrail
282,8.954771,12.420433,30.197987,4.583662,0,0,0,0,0,977,1040,outside_guardrail
283,8.949364,12.413062,30.173204,4.575544,0,0,0,0,0,977,1040,outside_guardrail
284,8.943959,12.405700,30.148430,4.567429,0,0,0,0,0,977,1040,outside_guardrail
285,8.938557,12.398348,30.123666,4.559316,0,0,0,0,0,977,1040,outside_guardrail
286,8.933156,12.391005,30.098911,4.551206,0,0,0,0,0,977,1040,outside_guardrail
287,8.927758,12.383672,30.074166,4.543098,0,0,0,0,0,977,1040,outside_guardrail
288,8.922361,12.376349,30.049430,4.534993,0,0,0,0,0,977,1040,outside_guardrail
289,8.916967,12.369036,30.024704,4.526890,0,0,0,0,0,977,1040,outside_guardrail
290,8.911575,12.361733,29.999987,4.518790,0,0,0,0,0,977,1040,outside_guardrail
291,8.906184,12.354439,29.975279,4.510693,0,0,0,0,0,977,1040,outside_guardrail
292,8.900796,12.347155,29.950581,4.502598,0,0,0,0,0,977,1040,outside_guardrail
293,8.895410,12.339881,29.925892,4.494505,0,0,0,0,0,977,1040,outside_guardrail
294,8.890026,12.332616,29.901212,4.486415,0,0,0,0,0,977,1040,outside_guardrail
295,8.884644,12.325361,29.876542,4.478328,0,0,0,0,0,977,1040,outside_guardrail
296,8.879264,12.318116,29.851881,4.470242,0,0,0,0,0,977,1040,outside_guardrail
297,8.873886,12.310881,29.827230,4.462160,0,0,0,0,0,977,1040,outside_guardrail
298,8.868510,12.303655,29.802588,4.454080,0,0,0,0,0,977,1040,outside_guardrail
299,8.863136,12.296439,29.777955,4.446002,0,0,0,0,0,977,1040,outside_guardrail
300,8.857765,12.289233,29.753331,4.437927,0,0,0,0,0,977,1040,outside_guardrail
301,8.852395,12.282037,29.728717,4.429855,0,0,0,0,0,977,1040,outside_guardrail
302,8.847027,12.274850,29.704113,4.421785,0,0,0,0,0,977,1040,outside_guardrail
303,8.841661,12.267673,29.679517,4.413717,0,0,0,0,0,977,1040,outside_guardrail
304,8.836298,12.260506,29.654931,4.405652,0,0,0,0,0,977,1040,outside_guardrail
305,8.830936,12.253349,29.630355,4.397590,0,0,0,0,0,977,1040,outside_guardrail
306,8.825577,12.246201,29.605787,4.389530,0,0,0,0,0,977,1040,outside_guardrail
307,8.820219,12.239063,29.581229,4.381472,0,0,0,0,0,977,1040,outside_guardrail
308,8.814864,12.231935,29.556680,4.373417,0,0,0,0,0,977,1040,outside_guardrail
